1.54211542e+001	1.61189618e-004	
1.54221542e+001	1.61211383e-004	
1.54231542e+001	1.61233148e-004	
1.54241542e+001	1.61254914e-004	
1.54251543e+001	1.61276679e-004	
1.54261543e+001	1.61298445e-004	
1.54271543e+001	1.61320210e-004	
1.54281543e+001	1.61341976e-004	
1.54291543e+001	1.61363741e-004	
1.54301543e+001	1.61385507e-004	
1.54311543e+001	1.61407272e-004	
1.54321543e+001	1.61429037e-004	
1.54331543e+001	1.61450803e-004	
1.54341543e+001	1.61472568e-004	
1.54351544e+001	1.61494334e-004	
1.54361544e+001	1.61516099e-004	
1.54371544e+001	1.61537865e-004	
1.54381544e+001	1.61559630e-004	
1.54391544e+001	1.61581395e-004	
1.54401544e+001	1.61603161e-004	
1.54411544e+001	1.61624926e-004	
1.54421544e+001	1.61646692e-004	
1.54431544e+001	1.61668457e-004	
1.54441544e+001	1.61690223e-004	
1.54451545e+001	1.61711988e-004	
1.54461545e+001	1.61733754e-004	
1.54471545e+001	1.61755519e-004	
1.54481545e+001	1.61777284e-004	
1.54491545e+001	1.61799050e-004	
1.54501545e+001	1.61820815e-004	
1.54511545e+001	1.61842581e-004	
1.54521545e+001	1.61864346e-004	
1.54531545e+001	1.61886112e-004	
1.54541545e+001	1.61907877e-004	
1.54551546e+001	1.61929642e-004	
1.54561546e+001	1.61951408e-004	
1.54571546e+001	1.61973173e-004	
1.54581546e+001	1.61994939e-004	
1.54591546e+001	1.62016704e-004	
1.54601546e+001	1.62038470e-004	
1.54611546e+001	1.62060235e-004	
1.54621546e+001	1.62082001e-004	
1.54631546e+001	1.62103766e-004	
1.54641546e+001	1.62125531e-004	
1.54651547e+001	1.62147297e-004	
1.54661547e+001	1.62169062e-004	
1.54671547e+001	1.62190828e-004	
1.54681547e+001	1.62212593e-004	
1.54691547e+001	1.62234359e-004	
1.54701547e+001	1.62256124e-004	
1.54711547e+001	1.62277890e-004	
1.54721547e+001	1.62299655e-004	
1.54731547e+001	1.62321420e-004	
1.54741547e+001	1.62343186e-004	
1.54751548e+001	1.62364951e-004	
1.54761548e+001	1.62386717e-004	
1.54771548e+001	1.62408482e-004	
1.54781548e+001	1.62430248e-004	
1.54791548e+001	1.62452013e-004	
1.54801548e+001	1.62473778e-004	
1.54811548e+001	1.62495544e-004	
1.54821548e+001	1.62517309e-004	
1.54831548e+001	1.62539075e-004	
1.54841548e+001	1.62560840e-004	
1.54851549e+001	1.62582606e-004	
1.54861549e+001	1.62604371e-004	
1.54871549e+001	1.62626137e-004	
1.54881549e+001	1.62647902e-004	
1.54891549e+001	1.62669667e-004	
1.54901549e+001	1.62691433e-004	
1.54911549e+001	1.62713198e-004	
1.54921549e+001	1.62734964e-004	
1.54931549e+001	1.62756729e-004	
1.54941549e+001	1.62778495e-004	
1.54951550e+001	1.62800260e-004	
1.54961550e+001	1.62822026e-004	
1.54971550e+001	1.62843791e-004	
1.54981550e+001	1.62865556e-004	
1.54991550e+001	1.62887322e-004	
1.55001550e+001	1.62909087e-004	
1.55011550e+001	1.62930853e-004	
1.55021550e+001	1.62952618e-004	
1.55031550e+001	1.62974384e-004	
1.55041550e+001	1.62996149e-004	
1.55051551e+001	1.63017914e-004	
1.55061551e+001	1.63039680e-004	
1.55071551e+001	1.63061445e-004	
1.55081551e+001	1.63083211e-004	
1.55091551e+001	1.63104976e-004	
1.55101551e+001	1.63126742e-004	
1.55111551e+001	1.63148507e-004	
1.55121551e+001	1.63170273e-004	
1.55131551e+001	1.63192038e-004	
1.55141551e+001	1.63213803e-004	
1.55151552e+001	1.63235569e-004	
1.55161552e+001	1.63257334e-004	
1.55171552e+001	1.63279100e-004	
1.55181552e+001	1.63300865e-004	
1.55191552e+001	1.63322631e-004	
1.55201552e+001	1.63344396e-004	
1.55211552e+001	1.63366161e-004	
1.55221552e+001	1.63387927e-004	
1.55231552e+001	1.63409692e-004	
1.55241552e+001	1.63431458e-004	
1.55251553e+001	1.63453223e-004	
1.55261553e+001	1.63474989e-004	
1.55271553e+001	1.63496754e-004	
1.55281553e+001	1.63518520e-004	
1.55291553e+001	1.63540285e-004	
1.55301553e+001	1.63562050e-004	
1.55311553e+001	1.63583816e-004	
1.55321553e+001	1.63605581e-004	
1.55331553e+001	1.63627347e-004	
1.55341553e+001	1.63649112e-004	
1.55351554e+001	1.63670878e-004	
1.55361554e+001	1.63692643e-004	
1.55371554e+001	1.63714409e-004	
1.55381554e+001	1.63736174e-004	
1.55391554e+001	1.63757939e-004	
1.55401554e+001	1.63779705e-004	
1.55411554e+001	1.63801470e-004	
1.55421554e+001	1.63823236e-004	
1.55431554e+001	1.63845001e-004	
1.55441554e+001	1.63866767e-004	
1.55451555e+001	1.63888532e-004	
1.55461555e+001	1.63910297e-004	
1.55471555e+001	1.63932063e-004	
1.55481555e+001	1.63953828e-004	
1.55491555e+001	1.63975594e-004	
1.55501555e+001	1.63997359e-004	
1.55511555e+001	1.64019125e-004	
1.55521555e+001	1.64040890e-004	
