0.00000000e+000	6.24190692e-005	
1.00001000e-003	6.24197808e-005	
2.00002000e-003	6.24204923e-005	
3.00003000e-003	6.24212038e-005	
4.00004000e-003	6.24219154e-005	
5.00005000e-003	6.24226269e-005	
6.00006000e-003	6.24233385e-005	
7.00007000e-003	6.24240500e-005	
8.00008000e-003	6.24245659e-005	
9.00009000e-003	6.24243903e-005	
1.00001000e-002	6.24242147e-005	
1.10001100e-002	6.24240390e-005	
1.20001200e-002	6.24238634e-005	
1.30001300e-002	6.24236877e-005	
1.40001400e-002	6.24235121e-005	
1.50001500e-002	6.24233365e-005	
1.60001600e-002	6.24231608e-005	
1.70001700e-002	6.24229852e-005	
1.80001800e-002	6.24228095e-005	
1.90001900e-002	6.24226339e-005	
2.00002000e-002	6.24224583e-005	
2.10002100e-002	6.24222826e-005	
2.20002200e-002	6.24221070e-005	
2.30002300e-002	6.24219313e-005	
2.40002400e-002	6.24217557e-005	
2.50002500e-002	6.24215801e-005	
2.60002600e-002	6.24214044e-005	
2.70002700e-002	6.24212288e-005	
2.80002800e-002	6.24211067e-005	
2.90002900e-002	6.24210054e-005	
3.00003000e-002	6.24209041e-005	
3.10003100e-002	6.24208028e-005	
3.20003200e-002	6.24207015e-005	
3.30003300e-002	6.24206002e-005	
3.40003400e-002	6.24204989e-005	
3.50003500e-002	6.24203976e-005	
3.60003600e-002	6.24202963e-005	
3.70003700e-002	6.24201950e-005	
3.80003800e-002	6.24200937e-005	
3.90003900e-002	6.24199924e-005	
4.00004000e-002	6.24198911e-005	
4.10004100e-002	6.24197898e-005	
4.20004200e-002	6.24196885e-005	
4.30004300e-002	6.24195872e-005	
4.40004400e-002	6.24194859e-005	
4.50004500e-002	6.24193846e-005	
4.60004600e-002	6.24192833e-005	
4.70004700e-002	6.24191779e-005	
4.80004800e-002	6.24190584e-005	
4.90004900e-002	6.24189388e-005	
5.00005000e-002	6.24188192e-005	
5.10005100e-002	6.24186996e-005	
5.20005200e-002	6.24185800e-005	
5.30005300e-002	6.24184604e-005	
5.40005400e-002	6.24183408e-005	
5.50005500e-002	6.24182213e-005	
5.60005600e-002	6.24181017e-005	
5.70005700e-002	6.24179821e-005	
5.80005800e-002	6.24178625e-005	
5.90005900e-002	6.24177429e-005	
6.00006000e-002	6.24176233e-005	
6.10006100e-002	6.24175037e-005	
6.20006200e-002	6.24173842e-005	
6.30006300e-002	6.24172646e-005	
6.40006400e-002	6.24171450e-005	
6.50006500e-002	6.24170254e-005	
6.60006600e-002	6.24169058e-005	
6.70006700e-002	6.24167862e-005	
6.80006800e-002	6.24166666e-005	
6.90006900e-002	6.24165471e-005	
7.00007000e-002	6.24164275e-005	
7.10007100e-002	6.24163079e-005	
7.20007200e-002	6.24161883e-005	
7.30007300e-002	6.24160687e-005	
7.40007400e-002	6.24159491e-005	
7.50007500e-002	6.24158296e-005	
7.60007600e-002	6.24157100e-005	
7.70007700e-002	6.24155904e-005	
7.80007800e-002	6.24154708e-005	
7.90007900e-002	6.24153512e-005	
8.00008000e-002	6.24152316e-005	
8.10008100e-002	6.24151120e-005	
8.20008200e-002	6.24149925e-005	
8.30008300e-002	6.24148729e-005	
8.40008400e-002	6.24147533e-005	
8.50008500e-002	6.24146337e-005	
8.60008600e-002	6.24145197e-005	
8.70008700e-002	6.24144255e-005	
8.80008800e-002	6.24143314e-005	
8.90008900e-002	6.24142372e-005	
9.00009000e-002	6.24141431e-005	
9.10009100e-002	6.24140489e-005	
9.20009200e-002	6.24139548e-005	
9.30009300e-002	6.24138606e-005	
9.40009400e-002	6.24137665e-005	
9.50009500e-002	6.24136723e-005	
9.60009600e-002	6.24135781e-005	
9.70009700e-002	6.24134840e-005	
9.80009800e-002	6.24133898e-005	
9.90009900e-002	6.24132957e-005	
1.00001000e-001	6.24132015e-005	
1.01001010e-001	6.24131074e-005	
1.02001020e-001	6.24130132e-005	
1.03001030e-001	6.24129191e-005	
1.04001040e-001	6.24128249e-005	
1.05001050e-001	6.24127308e-005	
1.06001060e-001	6.24126366e-005	
1.07001070e-001	6.24125425e-005	
1.08001080e-001	6.24124483e-005	
1.09001090e-001	6.24123542e-005	
1.10001100e-001	6.24122600e-005	
1.11001110e-001	6.24121658e-005	
1.12001120e-001	6.24120717e-005	
1.13001130e-001	6.24119775e-005	
1.14001140e-001	6.24118834e-005	
1.15001150e-001	6.24117892e-005	
1.16001160e-001	6.24116951e-005	
1.17001170e-001	6.24116009e-005	
1.18001180e-001	6.24115068e-005	
1.19001190e-001	6.24114126e-005	
1.20001200e-001	6.24113185e-005	
1.21001210e-001	6.24112243e-005	
1.22001220e-001	6.24111302e-005	
1.23001230e-001	6.24110360e-005	
1.24001240e-001	6.24109419e-005	
1.25001250e-001	6.24108477e-005	
1.26001260e-001	6.24107535e-005	
1.27001270e-001	6.24106594e-005	
1.28001280e-001	6.24105652e-005	
1.29001290e-001	6.24104711e-005	
1.30001300e-001	6.24103769e-005	
1.31001310e-001	6.24102828e-005	
1.32001320e-001	6.24101886e-005	
1.33001330e-001	6.24100945e-005	
1.34001340e-001	6.24100003e-005	
1.35001350e-001	6.24099062e-005	
1.36001360e-001	6.24098120e-005	
1.37001370e-001	6.24097179e-005	
1.38001380e-001	6.24096237e-005	
1.39001390e-001	6.24095296e-005	
1.40001400e-001	6.24094354e-005	
1.41001410e-001	6.24093412e-005	
1.42001420e-001	6.24092471e-005	
1.43001430e-001	6.24091529e-005	
1.44001440e-001	6.24090588e-005	
1.45001450e-001	6.24089646e-005	
1.46001460e-001	6.24088705e-005	
1.47001470e-001	6.24087763e-005	
1.48001480e-001	6.24086822e-005	
1.49001490e-001	6.24085880e-005	
1.50001500e-001	6.24084939e-005	
1.51001510e-001	6.24083997e-005	
1.52001520e-001	6.24083056e-005	
1.53001530e-001	6.24082114e-005	
1.54001540e-001	6.24081172e-005	
1.55001550e-001	6.24080231e-005	
1.56001560e-001	6.24079289e-005	
1.57001570e-001	6.24078348e-005	
1.58001580e-001	6.24077406e-005	
1.59001590e-001	6.24076465e-005	
1.60001600e-001	6.24075523e-005	
1.61001610e-001	6.24074582e-005	
1.62001620e-001	6.24073640e-005	
1.63001630e-001	6.24072699e-005	
1.64001640e-001	6.24071998e-005	
